0001,100
0002,10
0003,11
0004,11
0005,11
0006,11
0007,11
0008,11
0009,11
0010,12
0011,12
0012,12
0013,12
0014,12
0015,12
0016,12
0017,13
0018,13
0019,13
0020,13
0021,13
0022,13
0023,13
0024,13
0025,13
0026,14
0027,14
0028,14
0029,14
0030,14
0031,14
0032,14
0033,2
0034,14
0035,15
0036,15
0037,15
0038,15
0039,15
0040,15
0041,2
0042,15
0043,16
0044,16
0045,16
0046,16
0047,16
0048,16
0049,2
0050,16
0051,17
0052,17
0053,17
0054,17
0055,17
0056,17
0057,2
0058,17
0059,18
0060,18
0061,18
0062,18
0063,18
0064,18
0065,18
0066,2
0067,19
0068,19
0069,19
0070,19
0071,19
0072,19
0073,19
0074,19
0075,19
0076,2
0077,20
0078,20
0079,20
0080,20
0081,20
0082,20
0083,20
0084,2
0085,20
0086,21
0087,21
0088,21
0089,21
0090,21
0091,21
0092,2
0093,21
0094,22
0095,22
0096,22
0097,22
0098,22
0099,22
0100,3
0101,22
0102,23
0103,23
0104,23
0105,23
0106,23
0107,23
0108,23
0109,24
0110,24
0111,24
0112,24
0113,24
0114,24
0115,24
0116,25
0117,25
0118,25
0119,25
0120,25
0121,25
0122,25
0123,25
0124,25
0125,26
0126,26
0127,26
0128,26
0129,26
0130,26
0131,26
0132,3
0133,26
0134,27
0135,27
0136,27
0137,27
0138,27
0139,27
0140,3
0141,27
0142,28
0143,28
0144,28
0145,28
0146,28
0147,28
0148,3
0149,28
0150,29
0151,29
0152,29
0153,29
0154,29
0155,29
0156,3
0157,29
0158,30
0159,30
0160,30
0161,30
0162,30
0163,30
0164,30
0165,3
0166,1
0167,31
0168,31
0169,31
0170,31
0171,31
0172,31
0173,31
0174,31
0175,31
0176,3
0177,32
0178,32
0179,32
0180,32
0181,32
0182,32
0183,32
0184,4
0185,32
0186,33
0187,33
0188,33
0189,33
0190,33
0191,33
0192,4
0193,33
0194,34
0195,34
0196,34
0197,34
0198,34
0199,34
0200,4
0201,34
0202,35
0203,35
0204,35
0205,35
0206,35
0207,35
0208,35
0209,36
0210,36
0211,36
0212,36
0213,36
0214,36
0215,36
0216,37
0217,37
0218,37
0219,37
0220,37
0221,37
0222,37
0223,37
0224,37
0225,38
0226,38
0227,38
0228,38
0229,38
0230,38
0231,38
0232,4
0233,38
0234,39
0235,39
0236,39
0237,39
0238,39
0239,39
0240,4
0241,39
0242,40
0243,40
0244,40
0245,40
0246,40
0247,40
0248,4
0249,1
0250,40
0251,41
0252,41
0253,41
0254,41
0255,41
0256,41
0257,4
0258,41
0259,42
0260,42
0261,42
0262,42
0263,42
0264,42
0265,42
0266,5
0267,43
0268,43
0269,43
0270,43
0271,43
0272,43
0273,43
0274,43
0275,43
0276,5
0277,44
0278,44
0279,44
0280,44
0281,44
0282,44
0283,44
0284,5
0285,44
0286,45
0287,45
0288,45
0289,45
0290,45
0291,45
0292,5
0293,45
0294,46
0295,46
0296,46
0297,46
0298,46
0299,46
0300,5
0301,46
0302,47
0303,47
0304,47
0305,47
0306,47
0307,47
0308,47
0309,48
0310,48
0311,48
0312,48
0313,48
0314,48
0315,48
0316,49
0317,49
0318,49
0319,49
0320,49
0321,49
0322,49
0323,49
0324,49
0325,50
0326,50
0327,50
0328,50
0329,50
0330,50
0331,50
0332,5
0333,1
0334,50
0335,51
0336,51
0337,51
0338,51
0339,51
0340,51
0341,5
0342,51
0343,52
0344,52
0345,52
0346,52
0347,52
0348,52
0349,6
0350,52
0351,53
0352,53
0353,53
0354,53
0355,53
0356,53
0357,6
0358,53
0359,54
0360,54
0361,54
0362,54
0363,54
0364,54
0365,54
0366,6
0367,55
0368,55
0369,55
0370,55
0371,55
0372,55
0373,55
0374,55
0375,55
0376,6
0377,56
0378,56
0379,56
0380,56
0381,56
0382,56
0383,56
0384,6
0385,56
0386,57
0387,57
0388,57
0389,57
0390,57
0391,57
0392,6
0393,57
0394,58
0395,58
0396,58
0397,58
0398,58
0399,58
0400,6
0401,58
0402,59
0403,59
0404,59
0405,59
0406,59
0407,59
0408,59
0409,60
0410,60
0411,60
0412,60
0413,60
0414,60
0415,60
0416,1
0417,61
0418,61
0419,61
0420,61
0421,61
0422,61
0423,61
0424,61
0425,61
0426,62
0427,62
0428,62
0429,62
0430,62
0431,62
0432,62
0433,7
0434,62
0435,63
0436,63
0437,63
0438,63
0439,63
0440,63
0441,7
0442,63
0443,64
0444,64
0445,64
0446,64
0447,64
0448,64
0449,7
0450,64
0451,65
0452,65
0453,65
0454,65
0455,65
0456,65
0457,65
0458,66
0459,66
0460,66
0461,66
0462,66
0463,66
0464,66
0465,7
0466,67
0467,67
0468,67
0469,67
0470,67
0471,67
0472,67
0473,67
0474,67
0475,7
0476,68
0477,68
0478,68
0479,68
0480,68
0481,68
0482,68
0483,7
0484,68
0485,69
0486,69
0487,69
0488,69
0489,69
0490,69
0491,7
0492,69
0493,70
0494,70
0495,70
0496,70
0497,70
0498,70
0499,7
